"destination","prefix","rate","initial","additional","effective"
"ESTONIA-M EMT","3725787","0.01885700","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725788","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725789","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA - MOBILE - TELE2","3725880","0.02700000","1","1","2015-05-01 00:00:00"
"ESTONIA - MOBILE - TELE2","3725889","0.02700000","1","1","2015-05-01 00:00:00"
"ESTONIA - MOBILE - TELE2","3725890","0.02700000","1","1","2015-05-01 00:00:00"
"ESTONIA ELISA MOBILE","3725891","0.01928600","1","1","2015-05-01 00:00:00"
"ESTONIA ELISA MOBILE","3725892","0.01928600","1","1","2015-05-01 00:00:00"
"ESTONIA ELISA MOBILE","3725893","0.01928600","1","1","2015-05-01 00:00:00"
"ESTONIA ELISA MOBILE","3725894","0.01928600","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE ELISA (ESTONIA)","3725895","0.03085700","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725896","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA ELISA MOBILE","3725897","0.01928600","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725898","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725899","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA-M EMT","3725910","0.01885700","1","1","2015-05-01 00:00:00"
"ESTONIA-M EMT","3725911","0.01885700","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE EMT","3725912","0.03085700","1","1","2015-05-01 00:00:00"
"ESTONIA MOBILE","3725913","0.34100000","1","1","2015-05-01 00:00:00"
"ESTONIA EMT MOBILE","3725915","0.01942900","1","1","2015-05-01 00:00:00"
"ESTONIA EMT MOBILE","3725916","0.01942900","1","1","2015-05-01 00:00:00"
"ESTONIA EMT MOBILE","3725917","0.01942900","1","1","2015-05-01 00:00:00"
"ESTONIA EMT MOBILE","3725918","0.01942900","1","1","2015-05-01 00:00:00"
"ESTONIA EMT MOBILE","3725919","0.01942900","1","1","2015-05-01 00:00:00"
"MOLDOVA MOBILE MOLDTELECOM","3736770","0.28457100","1","1","2015-05-01 00:00:00"
"MOLDOVA MOBILE MOLDTELECOM","3736771","0.28457100","1","1","2015-05-01 00:00:00"
"MOLDOVA MOBILE MOLDTELECOM","3736772","0.28457100","1","1","2015-05-01 00:00:00"
"MOLDOVA MOBILE MOLDTELECOM","3736773","0.28457100","1","1","2015-05-01 00:00:00"
"MOLDOVA MOBILE MOLDTELECOM","3736774","0.28457100","1","1","2015-05-01 00:00:00"
"UKRAINE DNEPOPETROVS","3805637","0.13142900","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811051","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811241","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811341","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811451","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811561","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811661","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811739","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811831","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3811921","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812061","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812281","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812361","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812421","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812531","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812621","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3812721","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813081","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813161","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813241","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813331","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813579","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813621","0.34485700","1","1","2015-05-01 00:00:00"
"SERBIA ORION","3813721","0.34485700","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869800","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869801","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869802","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869803","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA ALT NET A","3869807","0.01228600","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869814","0.04414300","1","1","2015-05-01 00:00:00"
"SLOVENIA MOBITEL MOBILE","3869817","0.04414300","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873049","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873063","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873064","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873065","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873080","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873087","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873280","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873288","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873289","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873390","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA SRPSKA","3873448","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873590","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873677","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873678","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873790","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3873920","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3874948","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3874949","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA MOSTAR","3875190","0.10428600","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875448","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875449","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875461","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875462","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875464","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875465","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875466","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875468","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875481","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875485","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875486","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA & HERZEGOVINA SRPSKE","3875487","0.10171400","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876031","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876032","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876033","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876034","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876036","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876038","0.24714300","1","1","2015-05-01 00:00:00"
"BOSNIA-M BIH","3876039","0.24714300","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3893152","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3893252","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3893352","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3893452","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894252","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894352","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894452","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894552","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894652","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894752","0.14800000","1","1","2015-05-01 00:00:00"
"MACEDONIA COSMOFONE OTHER","3894852","0.14800000","1","1","2015-05-01 00:00:00"
"SWITZERLAND MOBILE SUNRISE COMMS AG","4186076","0.13942900","1","1","2015-05-01 00:00:00"
"SWITZERLAND ORANGE MOBILE","4186078","0.11571400","1","1","2015-05-01 00:00:00"
"SWITZERLAND MOBILE SWISSCOM MOBILE","4186079","0.10471400","1","1","2015-05-01 00:00:00"
"CZECH MOBILKOM MOBILE","4207910","0.08042900","1","1","2015-05-01 00:00:00"
"AUSTRIA-M HUTCHSN 3G","4367833","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M HUTCHSN 3G","4367890","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M HUTCHSN 3G","4367891","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369980","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369981","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369982","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369983","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369984","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369985","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369986","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M ONE","4369987","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M-MILKOM","4369988","0.01514300","1","1","2015-05-01 00:00:00"
"AUSTRIA-M-MILKOM","4369989","0.01514300","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470000","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470004","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470005","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470006","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470007","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470020","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470022","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470023","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470024","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470025","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470027","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470028","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470029","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470740","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470741","0.01428600","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM - MOBILE - VODAFONE","4470742","0.01428600","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474060","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474061","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474062","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474063","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474064","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474065","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474066","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474067","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474068","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474069","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-HUTCH-MOBILE","4474170","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474171","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474172","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474173","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474174","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474175","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474176","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474177","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474178","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474179","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474180","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474181","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474182","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474183","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474184","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474185","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474186","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474187","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474188","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474189","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474390","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474391","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474400","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474401","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474402","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474403","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474404","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474405","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474406","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474407","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474408","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474409","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474410","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474411","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474412","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474413","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474414","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474415","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474416","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474417","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474418","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474419","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474510","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474511","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474512","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474513","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474514","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474515","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474516","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474517","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474518","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474519","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474570","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474571","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474572","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474573","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474574","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474575","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474576","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474577","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474578","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474579","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474580","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474581","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474582","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474584","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474588","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474650","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4474651","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474653","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4474655","0.21571400","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475090","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475091","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475092","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475093","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475094","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475095","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475096","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4475097","0.17142900","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475200","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475201","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475202","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475203","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475204","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475205","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475206","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475207","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475208","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475209","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-ORANGE-MOBILE","4475320","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-ORANGE-MOBILE","4475321","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-ORANGE-MOBILE","4475322","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-ORANGE-MOBILE","4475323","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-ORANGE-MOBILE","4475324","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475370","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475371","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475372","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475373","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-VODAFONE-MOBILE","4475374","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475375","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475376","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475377","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475378","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475379","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475590","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475591","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475592","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475593","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475594","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475595","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475596","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475597","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475598","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475599","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475710","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475718","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475890","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475891","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475892","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475893","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475894","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475895","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475896","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4475897","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475898","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4475899","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY CW-MOBILE","4477003","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY CW-MOBILE","4477007","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY CW-MOBILE","4477008","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477531","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477532","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477533","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477534","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477535","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477536","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477537","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477538","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4477539","0.01785700","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4477977","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4477978","0.17142900","1","1","2015-05-01 00:00:00"
"UK-M JERSEY","4477979","0.17142900","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478220","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478221","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478222","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478223","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-VODAFONE-MOBILE","4478224","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478225","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478226","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478227","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478228","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-VODAFONE-MOBILE","4478229","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY AIRTEL-MOBILE","4478297","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY AIRTEL-MOBILE","4478298","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-JERSEY AIRTEL-MOBILE","4478299","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-GUERNSEY AIRTEL-MOBILE","4478391","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-GUERNSEY AIRTEL-MOBILE","4478392","0.21428600","1","1","2015-05-01 00:00:00"
