Prefix,Effective Date,InternationalRate,Description
521444148,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444152,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444153,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444154,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444155,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444156,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444157,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444158,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444159,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444230,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444231,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444232,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444233,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444247,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444249,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444250,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444251,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444252,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444260,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444261,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444262,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444263,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521444264,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521445102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521445104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521445114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521445115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449126,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449127,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449147,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449148,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449154,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449163,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449164,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449165,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449166,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449167,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449168,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449169,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449170,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449215,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449216,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449217,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449218,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449219,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449220,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449229,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449230,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449231,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449232,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449233,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521449234,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521451100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521451101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452116,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452117,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452133,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452137,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452138,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452140,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452141,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521452146,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521453112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521453123,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521453127,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521453999,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461135,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461141,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461142,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461143,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461152,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461153,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461155,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461198,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461199,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461200,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461201,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461209,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521461210,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462120,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462121,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462127,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462131,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462132,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462133,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462134,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462160,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462161,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462163,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462164,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521462165,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521463100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521463102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521464101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521464107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521464111,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521464112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521464124,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521466102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521466104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521466109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521466111,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521468100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521468105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521468108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521468109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521469100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521469102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521469108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521469110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521472102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521472104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521472112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521472115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521472116,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473113,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473123,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473125,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473126,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473127,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521473128,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521474101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521474104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521474111,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521474113,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521475100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521475101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521475105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477155,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477156,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477157,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477158,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477166,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477175,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477177,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477178,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477182,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477183,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477184,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477185,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477186,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477187,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477188,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477189,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477190,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477191,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477192,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477193,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477196,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477200,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477201,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477202,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477203,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477204,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477207,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477208,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477209,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477219,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477220,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477221,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477300,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477301,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477302,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477303,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477304,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477305,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477314,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477315,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477316,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477317,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477319,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477320,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477321,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477322,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477323,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477485,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477486,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477487,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521477489,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481121,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481124,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521481125,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521487103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521487105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521487115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521487117,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521487118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521488103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521488107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521488115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521488117,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492120,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492133,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492135,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492139,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492140,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492141,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492142,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492150,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521492151,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521493104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521493109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521493116,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521493121,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521494101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521494102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521494107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521498101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521498103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521498108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521595103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521597103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521597104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521597110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612113,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612119,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612126,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612132,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612133,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612134,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612135,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612142,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612143,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612144,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612147,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612148,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612162,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612163,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612164,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612171,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612172,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612173,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521612859,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613119,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613120,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613138,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613139,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521613191,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614113,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614143,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614144,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614145,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614146,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614147,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614149,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614150,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614151,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614155,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614164,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614165,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614166,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614170,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614171,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614172,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614173,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614193,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614202,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614203,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614207,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614208,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614209,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614210,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614211,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614212,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614213,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614269,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614270,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614271,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614272,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614273,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614359,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614402,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614428,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614431,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614445,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614448,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614449,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614450,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614485,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614500,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614507,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521614508,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521615100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521615101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521615102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521615108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616106,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616161,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616162,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521616449,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618104,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618120,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618121,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618124,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618125,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618136,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618139,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618140,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618141,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618147,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618148,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618172,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618173,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618176,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618177,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618178,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618179,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618180,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618802,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618805,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618808,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618809,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618816,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618821,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618830,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618831,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618834,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521618857,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622106,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622119,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622130,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622136,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622160,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622200,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622229,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622230,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521622362,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521623100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521623102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624101,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624111,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624112,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624114,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624115,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624116,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624118,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624126,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624127,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624133,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624134,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624135,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624136,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624140,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624148,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624149,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624170,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624180,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624185,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624186,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624187,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624190,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624860,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521624869,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625108,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625109,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625113,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625117,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625129,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625131,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625132,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625428,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625533,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625580,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521625593,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521626102,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521626103,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521627100,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521627105,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521627107,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
521627110,2/27/2015,0.02827,Mexico - Mobile - Movistar - EA
